date,home_team,away_team,winning_team
2016-11-04,Washington Wizards,Atlanta Hawks,0
2016-11-04,Brooklyn Nets,Charlotte Hornets,1
2016-11-04,Toronto Raptors,Miami Heat,0
2016-11-04,Chicago Bulls,New York Knicks,1
2016-11-04,Memphis Grizzlies,Los Angeles Clippers,1
2016-11-04,New Orleans Pelicans,Phoenix Suns,1
2016-11-04,Dallas Mavericks,Portland Trail Blazers,1
2016-11-04,Utah Jazz,San Antonio Spurs,1
2016-11-04,Los Angeles Lakers,Golden State Warriors,0
2016-11-05,Oklahoma City Thunder,Minnesota Timberwolves,0
2016-11-05,Detroit Pistons,Denver Nuggets,0
2016-11-05,Indiana Pacers,Chicago Bulls,0
2016-11-05,Orlando Magic,Washington Wizards,0
2016-11-05,Philadelphia 76ers,Cleveland Cavaliers,1
2016-11-05,Atlanta Hawks,Houston Rockets,0
2016-11-05,Milwaukee Bucks,Sacramento Kings,0
2016-11-05,San Antonio Spurs,Los Angeles Clippers,1
2016-11-06,New York Knicks,Utah Jazz,1
2016-11-06,Memphis Grizzlies,Portland Trail Blazers,1
2016-11-06,Toronto Raptors,Sacramento Kings,1
2016-11-06,Dallas Mavericks,Milwaukee Bucks,0
2016-11-06,Boston Celtics,Denver Nuggets,1
2016-11-06,Los Angeles Lakers,Phoenix Suns,0
2016-11-07,Charlotte Hornets,Indiana Pacers,0
2016-11-07,Philadelphia 76ers,Utah Jazz,1
2016-11-07,Washington Wizards,Houston Rockets,1
2016-11-07,Chicago Bulls,Orlando Magic,0
2016-11-07,Oklahoma City Thunder,Miami Heat,0
2016-11-07,Golden State Warriors,New Orleans Pelicans,0
2016-11-07,Los Angeles Clippers,Detroit Pistons,0
2016-11-08,Cleveland Cavaliers,Atlanta Hawks,1
2016-11-08,Brooklyn Nets,Minnesota Timberwolves,0
2016-11-08,Memphis Grizzlies,Denver Nuggets,0
2016-11-08,Portland Trail Blazers,Phoenix Suns,0
2016-11-08,Los Angeles Lakers,Dallas Mavericks,1
2016-11-08,Sacramento Kings,New Orleans Pelicans,0
2016-11-09,Charlotte Hornets,Utah Jazz,0
2016-11-09,Indiana Pacers,Philadelphia 76ers,0
2016-11-09,New York Knicks,Brooklyn Nets,0
2016-11-09,Orlando Magic,Minnesota Timberwolves,1
2016-11-09,Washington Wizards,Boston Celtics,0
2016-11-09,Atlanta Hawks,Chicago Bulls,0
2016-11-09,Oklahoma City Thunder,Toronto Raptors,1
2016-11-09,Phoenix Suns,Detroit Pistons,0
2016-11-09,San Antonio Spurs,Houston Rockets,1
2016-11-09,Golden State Warriors,Dallas Mavericks,0
2016-11-09,Los Angeles Clippers,Portland Trail Blazers,0
2016-11-10,Miami Heat,Chicago Bulls,1
